,X,landcover_map_year,treatment,Lat_long,crop_type,mean_yield_control_kgha,mean_yield_treatment_kgha,yield_SD_control,yield_SD_treatment,replicates_control_summed,replicates_treatment_summed,n_aggregated,ma_id,measurement_id,study_id,control_id,author_year,title,study_pubyear,harvest_year,region,country,yield_unit,soil_type,temperature,precipitation,climate_zone,LRR,LRR_vi,reference,longitude_decimal,latitude_decimal,country_new,crop_type_grouped_small,crop_type_grouped_big,publication_to_harvest_year_difference,harvest_year_by_median,nat.hab.1000,nat.hab.2500,nat.hab.5000,nat.hab.edgelength.1000,nat.hab.edgelength.2500,nat.hab.edgelength.5000,nat.hab.peri.area.ratio.1000,nat.hab.peri.area.ratio.2500,nat.hab.peri.area.ratio.5000,nat.hab.wo.grass.1000,nat.hab.wo.grass.2500,nat.hab.wo.grass.5000,nat.hab.wo.grass.edgelength.1000,nat.hab.wo.grass.edgelength.2500,nat.hab.wo.grass.edgelength.5000,nat.hab.wo.grass.peri.area.ratio.1000,nat.hab.wo.grass.peri.area.ratio.2500,nat.hab.wo.grass.peri.area.ratio.5000,cropland.1000,cropland.2500,cropland.5000,crop.peri.area.ratio.1000,crop.peri.area.ratio.2500,crop.peri.area.ratio.5000,crop.edgelength.1000,crop.edgelength.2500,crop.edgelength.5000,inert.1000,inert.2500,inert.5000,inert.edgelength.1000,inert.edgelength.2500,inert.edgelength.5000,inert.peri.area.ratio.1000,inert.peri.area.ratio.2500,inert.peri.area.ratio.5000,shannon.1000,shannon.2500,shannon.5000,simpsonsevenness.1000,simpsonsevenness.2500,simpsonsevenness.5000,SR,temp_avg_1970-2000,prec_avg_1970-2000
426,426,2003,Slow-release fertilizer,29.8406625114.3238836,Rice,72730,79640,NA,NA,1,1,1,D309,7356,195,1,Yuan  et al. (2010),,2010,NA,Hubei,China,kg/hm-2,,,,,NA,NA,,114.3238836,29.8406625,China,Rice,Grains,NA,2003,0.128127983,0.2410594,0.393408216,457605.8582,3294592.184,13543049.5,1.151931656,0.705300255,0.444128371,0.128127983,0.2410594,0.393388144,457605.8582,3294592.184,13531987.9,1.151931656,0.705300255,0.443788262,0.145307654,0.238128972,0.379592201,2.610603435,1.556468206,0.738348735,1176116.295,7182175.968,21724177.35,0.726564363,0.520811628,0.226999583,787738.1905,4500728.84,16007971.75,0.349692998,0.445962791,0.909801664,1.606418117,1.475869918,1.363216941,3.869493382,3.559456409,3.280187651,330.9316323,17.27745847,111.25
427,427,2003,Slow-release fertilizer,29.8489448106.4477777,Rice,61990,69195,NA,NA,2,2,2,D309,7441,57,1,Huang  et al. (2010),,2010,NA,Zhongqing,China,kg/hm-2,,,,,NA,NA,,106.4477777,29.8489448,China,Rice,Grains,NA,2003,0.013631287,0.19505037,0.309433467,193353.193,2165688.782,12259777.44,4.57501741,0.572987211,0.511151959,0.013631287,0.194206534,0.308580189,193353.193,2108951.419,12027184.92,4.57501741,0.560400352,0.502840992,0.722018691,0.593622582,0.52412725,0.696896975,0.517737366,0.508673338,1560050.906,5955582.746,20665265.42,0.264350023,0.211327048,0.166439284,2079186.584,6995508.454,19788593.66,2.536835818,1.708283162,1.533888598,0.540806147,1.205749196,1.308403532,1.378542991,2.177147843,2.68622002,347.9799429,17.67764588,94
428,428,2003,Slow-release fertilizer,29.87771343106.3676093,Rice,89680,94940,NA,NA,3,3,3,D309,7420,12,1,Chen  et al. (2010),,2010,NA,Zhongqing,China,kg/hm-2,,,,,NA,NA,,106.3676093,29.87771343,China,Rice,Grains,NA,2003,0.014099769,0.083733146,0.354310941,94505.54296,1788603.992,10707445.79,2.161828707,1.102325657,0.389882312,0.014099769,0.083286198,0.35380112,94505.54296,1761652.785,10575658.74,2.161828707,1.091541888,0.385638546,0.891722033,0.816524744,0.580562896,0.263615475,0.305291726,0.329916482,728826.904,4830490.75,14846397.26,0.094178198,0.09974211,0.065126163,1121996.499,6320157.725,16130738.66,3.842528757,3.269960415,3.195442266,0.574134498,0.85345555,1.315926929,1.435032561,1.621827544,2.729562738,347.9467561,17.67764588,94
429,429,2003,Slow-release fertilizer,29.90813848120.5883306,Rice,72840,74970,NA,NA,1,1,1,D309,7203,97,12,Lv  et al. (2010),,2010,NA,Zhejiang,China,kg/hm-2,,,,,NA,NA,,120.5883306,29.90813848,China,Rice,Grains,NA,2003,0.69459919,0.811676643,0.654898363,367261.7556,1473347.131,7239601.483,0.170535448,0.093672579,0.142616674,0.69459919,0.811676643,0.654888334,367261.7556,1473347.131,7235061.988,0.170535448,0.093672579,0.14252943,0.258481526,0.130641462,0.230968833,0.559184346,0.973574288,0.819992603,448137.4936,2464675.127,14680260.7,0.046919285,0.057681894,0.114132804,309811.3728,1894360.688,11482258.61,2.129703796,1.694781067,1.297915397,0.754212834,0.589790611,0.877753478,1.743174623,1.374540686,1.831287314,396.917193,16.24454145,108.3333333
430,430,2003,Slow-release fertilizer,30.04777778113.7151667,Rice,80200,80900,NA,NA,1,1,1,D309,7358,195,3,Yuan  et al. (2010),,2010,NA,Hubei,China,kg/hm-2,,,,,NA,NA,,113.7151667,30.04777778,China,Rice,Grains,NA,2003,0.127252691,0.216078285,0.312285104,1343291.626,11104382.78,49950507.13,3.404584677,2.65192649,2.063506718,0.124553204,0.214836111,0.311533812,1318847.45,11020872.42,49734842.56,3.415076749,2.647200742,2.059552241,0.700517481,0.712364099,0.664999269,0.567894557,0.573516515,0.669542537,1233462.291,7917166.355,34512950.4,0.172229828,0.071557615,0.022715626,558643.0006,1566620.024,3010604.879,1.046132754,1.129759484,1.709803901,0.626997157,0.822547774,0.965814515,1.402340403,1.671845268,1.988291144,307.2507704,17.1834166,105.1666667
431,431,2003,Slow-release fertilizer,30.17182759120.4502527,Rice,66415,68920,NA,NA,2,2,2,D309,7201,97,10,Lv  et al. (2010),,2010,NA,Zhejiang,China,kg/hm-2,,,,,NA,NA,,120.4502527,30.17182759,China,Rice,Grains,NA,2003,0.080497886,0.134912508,0.107283801,388352.8248,2544339.863,8947042.915,1.555936295,0.973173283,1.075849859,0.080247782,0.132229263,0.10498262,385364.818,2447334.297,8611659.887,1.54877684,0.955065131,1.058219506,0.267781133,0.351514828,0.436508873,1.861289411,1.190284121,1.101726818,1545411.222,8108247.922,37278694.72,0.651720981,0.513572664,0.456207325,899884.9025,4304937.098,20206310.72,0.445322955,0.432545881,0.571387944,0.88506929,1.166357988,0.920763582,1.676443449,2.032917914,1.619839741,393.5136523,16.59077096,106.4166667
432,432,2003,Slow-release fertilizer,30.27493254120.5521391,Rice,67030,69133.33333,NA,NA,3,3,3,D309,7193,97,2,Lv  et al. (2010),,2010,NA,Zhejiang,China,kg/hm-2,,,,,NA,NA,,120.5521391,30.27493254,China,Rice,Grains,NA,2003,0.032693142,0.100796838,0.092912767,158208.2114,3039808.498,10784240,1.560677409,1.556171449,1.497308666,0.032223816,0.100397076,0.092542595,153366.7732,3006088.969,10660967.66,1.534953052,1.545037031,1.486114059,0.639187245,0.571407993,0.642565995,0.948094623,0.999067762,0.815436696,1879052.858,11063260.24,40617276.59,0.328119613,0.327795169,0.264521237,1846377.228,7159288.583,24374555.28,1.814801088,1.127003976,1.188702964,0.238034228,0.677961969,0.586675436,1.105090057,1.403840757,1.318715529,393.3675839,16.61422304,102.1666667
433,433,2003,Slow-release fertilizer,30.27693254120.5501391,Rice,71080,82420,NA,NA,1,1,1,D309,7192,97,1,Lv  et al. (2010),,2010,NA,Zhejiang,China,kg/hm-2,,,,,NA,NA,,120.5501391,30.27693254,China,Rice,Grains,NA,2003,0.022115948,0.080112073,0.087151209,128688.167,2497078.175,10154472.26,1.876609629,1.608392779,1.503075985,0.022115948,0.079792287,0.0868114,128688.167,2469182.931,10047567.35,1.876609629,1.596799176,1.493073397,0.576932313,0.58450072,0.650422853,0.941044851,0.969462734,0.799650209,1683427.024,10981412.96,40317988.19,0.400951739,0.335387207,0.262425938,1541410.994,7358881.45,24251897.46,1.239844566,1.132200287,1.192163877,0.20529053,0.582000301,0.560941112,1.07846898,1.314736274,1.295707644,393.3675839,16.61422304,102.1666667
434,434,2003,Slow-release fertilizer,30.28041627120.540991,Rice,71080,82420,NA,NA,1,1,1,D309,7200,97,9,Lv  et al. (2010),,2010,NA,Zhejiang,China,kg/hm-2,,,,,NA,NA,,120.540991,30.28041627,China,Rice,Grains,NA,2003,0.006233682,0.028468177,0.062590237,12684.98824,814116.6272,7483391.51,0.656275256,1.475654208,1.542370077,0.006233682,0.028388226,0.062240443,12684.98824,809556.0494,7373647.924,0.656275256,1.471520473,1.528292349,0.434073128,0.611015788,0.652572087,1.230257819,0.947806375,0.807395286,1655840.238,11223141.01,40843032.99,0.55969319,0.360516034,0.284837676,1077447.193,7444210.374,24993749.64,0.620849841,1.065495674,1.131959007,0.103091051,0.261517277,0.454930712,1.034147331,1.106151882,1.21313887,393.3675839,16.61422304,102.1666667
435,435,2003,Slow-release fertilizer,30.68843935103.7290718,Rice,64328,65918,NA,NA,5,5,5,D309,7394,147,3,Unpublished study (2010),,2010,NA,Sichuan,China,kg/hm-2,,,,,NA,NA,,103.7290718,30.68843935,China,Rice,Grains,NA,2003,0.000248773,0.001950404,0.028354694,4763.149884,112363.5506,2355752.267,6.174404012,2.972503094,1.071679884,0,0.00039804,0.014353221,0,28104.30889,1129029.283,NA,3.643073113,1.014649988,0.960804172,0.911255946,0.836703998,0.145014836,0.235924462,0.286381051,432059.1788,4166697.59,18576149.22,0.038947055,0.08679365,0.134941307,712655.4225,5392989.73,20133168.75,5.900774959,3.205996225,1.924543146,0.35003859,0.466985444,0.667152984,1.245522174,1.391589241,1.560579184,402.1260264,16.22318749,87.33333333
436,436,2003,Slow-release fertilizer,30.71944444112.2932222,Rice,82300,83500,NA,NA,1,1,1,D309,7357,195,2,Yuan  et al. (2010),,2010,NA,Hubei,China,kg/hm-2,,,,,NA,NA,,112.2932222,30.71944444,China,Rice,Grains,NA,2003,0.00013864,0.022630333,0.058602875,3211.651996,811793.298,4192035.387,7.470355377,1.850858103,0.922706761,0.00013864,0.022630333,0.058602875,3211.651996,811793.298,4192035.387,7.470355377,1.850858103,0.922706761,0.985617474,0.967936287,0.927505383,0.063921697,0.060188887,0.072151621,195368.8896,1129131.379,5188058.269,0.014243886,0.00943338,0.013891742,211541.8407,1197691.247,4571045.967,4.789267355,6.550826977,4.244402617,0.164132925,0.29542586,0.441913568,1.08000485,1.145346533,1.254627453,288.6411522,16.2469793,85
437,437,2003,Slow-release fertilizer,30.79397335121.3115473,Rice,89400,94200,NA,NA,1,1,1,D309,7526,147,4,Unpublished study (2010),,2010,NA,Shanghai,China,kg/hm-2,,,,,NA,NA,,121.3115473,30.79397335,China,Rice,Grains,NA,2003,0.011208378,0.01222467,0.01126043,115188.1954,857065.0651,2770320.128,3.314057964,3.61733364,3.173408564,0.011208378,0.012145161,0.011210722,115188.1954,850530.4483,2755844.698,3.314057964,3.613254132,3.170824122,0.871038333,0.875196968,0.838184259,0.371980742,0.343875775,0.401958472,1004761.176,5833046.744,26119790.4,0.117753289,0.112578361,0.150555311,1293043.312,7429181.297,30203203.94,3.541073192,3.40484985,2.587664298,0.146942754,0.192636318,0.218358127,1.046586509,1.064257706,1.076254679,332.9042801,16.14645855,87.16666667
438,438,2003,Slow-release fertilizer,31.01079312116.9552226,Rice,61160,63770,NA,NA,1,1,1,D309,7317,12,4,Chen  et al. (2010),,2010,NA,Anhui,China,kg/hm-2,,,,,NA,NA,,116.9552226,31.01079312,China,Rice,Grains,NA,2003,0.017108367,0.011522651,0.017661245,208289.7772,944192.921,4768669.04,3.925862225,4.22766706,3.48263095,0.017108367,0.010848237,0.017302663,208289.7772,916180.1394,4685583.056,3.925862225,4.357266812,3.492868746,0.885418151,0.86306348,0.810805266,0.281396778,0.318350691,0.354762253,772666.1621,5325447.46,22300899.65,0.097473482,0.125413869,0.171533489,763550.6797,5534977.599,20271883.06,2.525963297,2.276998445,1.524322122,0.330178104,0.357649278,0.427639975,1.167718593,1.190047047,1.236118811,314.634092,15.44106239,122.5
439,439,2003,Slow-release fertilizer,31.0173754104.0139087,Rice,70360,79400,NA,NA,1,1,1,D309,7393,147,2,Unpublished study (2010),,2010,NA,Sichuan,China,kg/hm-2,,,,,NA,NA,,104.0139087,31.0173754,China,Rice,Grains,NA,2003,0,0.000753782,0.000594962,0,51335.33901,172939.4124,NA,3.513683636,3.74917317,0,3.96719E-05,7.93189E-05,0,2563.836982,13857.87397,NA,3.334256236,2.253465268,0.906670094,0.873303384,0.871566256,0.243571575,0.319476168,0.328802398,684858.8941,5407688.556,22217970.06,0.093329906,0.125942835,0.127838782,1064491.363,8000837.794,31589777.84,3.677867755,3.277584826,3.187241365,0.261927795,0.27272161,0.287764836,1.157063286,1.162597478,1.177251786,428.0884394,16.21895806,78.91666667
440,440,2003,Slow-release fertilizer,31.09769368120.9005037,Rice,80580,85350,NA,NA,1,1,1,D309,7525,147,3,Unpublished study (2010),,2010,NA,Shanghai,China,kg/hm-2,,,,,NA,NA,,120.9005037,31.09769368,China,Rice,Grains,NA,2003,0.186258863,0.435614214,0.5385304,948253.459,5996952.29,20382621.67,1.641627727,0.710253424,0.488172835,0.186258863,0.435455674,0.538160038,948253.459,5988091.769,20279772.81,1.641627727,0.709462227,0.486043825,0.616539131,0.455632821,0.352948715,0.716263819,0.66424081,0.735531695,1369513.978,5866185.206,20127470.92,0.197202006,0.108752965,0.108520885,715357.6105,2469093.723,8094109.91,1.16971232,1.171335357,0.962009944,0.767320926,0.964388249,0.949506828,1.63233441,2.260547962,2.18907782,334.5635537,15.92487484,84.75
441,441,2003,Slow-release fertilizer,31.24919614117.1041511,Rice,70420,74575,NA,NA,2,2,2,D309,7318,12,5,Chen  et al. (2010),,2010,NA,Anhui,China,kg/hm-2,,,,,NA,NA,,117.1041511,31.24919614,China,Rice,Grains,NA,2003,0.731302058,0.786545123,0.608943328,448649.6871,2038208.511,7655990.296,0.197817516,0.133689124,0.162156606,0.729309569,0.784685169,0.608072708,438773.9519,1909407.694,7400706.559,0.193991677,0.125537748,0.156974034,0.244067785,0.199245998,0.355543238,0.619518174,0.491133087,0.3967918,468932.5076,1896783.178,10938177.48,0.024630157,0.01420888,0.035513434,363077.9048,1238788.604,7838477.513,4.753207972,4.497886349,2.846749121,1.083790018,1.039719528,1.253161656,2.10341565,1.969362909,2.814855875,304.696409,15.79166663,113.75
442,442,2003,Slow-release fertilizer,31.27583652118.5145214,Rice,97010,99000,NA,NA,1,1,1,D309,7500,121,3,Shi  et al. (2010),,2010,NA,Anhui,China,kg/hm-2,,,,,NA,NA,,118.5145214,31.27583652,China,Rice,Grains,NA,2003,0.001741922,0.027650927,0.114409541,16628.44508,1791406.573,17943638.18,3.078038875,3.342359995,2.022814218,0.001494664,0.024802466,0.109705995,12982.68602,1589552.73,16644841.62,2.800734867,3.306350137,1.956847783,0.905007665,0.861692933,0.795028133,0.307085135,0.339703597,0.380748139,861906.0125,5673929.226,23469970.67,0.093250413,0.110656139,0.090562326,735119.9237,5767412.124,17715810.72,2.541900644,2.688897416,2.523022964,0.046948527,0.218296231,0.592544395,1.01321778,1.080245229,1.322093435,332.4357503,16.07343753,98.16666667
443,443,2003,Slow-release fertilizer,31.2767168118.5124185,Rice,81380,87380,NA,NA,1,1,1,D309,7315,12,2,Chen  et al. (2010),,2010,NA,Anhui,China,kg/hm-2,,,,,NA,NA,,118.5124185,31.2767168,China,Rice,Grains,NA,2003,0.000988971,0.026302906,0.113694053,6988.701982,1637082.476,17601328.07,2.27857896,3.210964073,1.996711712,0.000741714,0.023524014,0.108946661,3342.942918,1441628.323,16292440.13,1.45326187,3.161626013,1.928767529,0.905075037,0.857071269,0.795142221,0.315636997,0.351432918,0.380818956,885974.6928,5838358.522,23477707.89,0.093935992,0.116625825,0.091163726,675395.6599,5945907.701,17816198.48,2.318341516,2.630219831,2.520580967,0.050499758,0.211975584,0.59277439,1.015724214,1.077076577,1.321233811,332.4357503,16.07343753,98.16666667
444,444,2003,Slow-release fertilizer,31.278326118.514978,Rice,80040,89390,NA,NA,1,1,1,D309,7314,12,1,Chen  et al. (2010),,2010,NA,Anhui,China,kg/hm-2,,,,,NA,NA,,118.514978,31.278326,China,Rice,Grains,NA,2003,0.004719056,0.033358409,0.109871374,78460.13255,1939528.24,17441249.56,5.360992517,2.999571395,2.047389855,0.004263969,0.030744732,0.105214507,69298.52944,1751735.285,16135115.54,5.240361868,2.939450762,1.977898314,0.878401072,0.855135926,0.799590677,0.393601015,0.352241817,0.372637792,1072254.293,5838585.518,23101868.76,0.116879872,0.111505666,0.090537949,808571.262,5738469.954,17726072.23,2.230641851,2.655018771,2.525162726,0.076547402,0.24589026,0.57557359,1.021885454,1.093572671,1.307500995,332.4357503,16.07343753,98.16666667
445,445,2003,Slow-release fertilizer,31.62852501121.3988677,Rice,78390,95490,NA,NA,1,1,1,D309,7524,147,2,Unpublished study (2010),,2010,NA,Shanghai,China,kg/hm-2,,,,,NA,NA,,121.3988677,31.62852501,China,Rice,Grains,NA,2003,0.00024633,0.210141424,0.373873638,173.4085009,1337709.075,5040932.448,0.226971831,0.328387611,0.173884882,0.00024633,0.210141424,0.373873638,173.4085009,1337709.075,5040932.448,0.226971831,0.328387611,0.173884882,0.104937294,0.287379713,0.39521534,1.750477707,1.218690065,0.776686802,569727.0733,6789106.412,23801478.05,0.894816376,0.502478864,0.230911022,679831.2352,4271741.19,18166200.96,0.244955265,0.438554827,1.014600897,0.135179908,1.000707066,0.866095551,1.053083446,2.219831678,2.124578346,303.5085268,15.47910525,87
446,446,2003,Slow-release fertilizer,32.15436667114.0543333,Rice,87500,97250,NA,NA,1,1,1,D309,7340,169,1,Xie  et al. (2010),,2010,NA,Henan,China,kg/hm-2,,,,,NA,NA,,114.0543333,32.15436667,China,Rice,Grains,NA,2003,0.169961827,0.236997195,0.269995448,663132.0128,4311451.497,17064333.23,1.257825584,0.93835912,0.815005824,0.129934498,0.208095749,0.246976808,398778.4085,2768044.854,11810243.81,0.989416126,0.686117816,0.616638337,0.405071401,0.42708484,0.437345949,1.149478272,0.894793878,0.725246718,1444310.365,7408808.661,24597051.47,0.424966772,0.335917964,0.292658603,1025270.619,4746229.089,14301283.41,0.777777469,0.728793093,0.63014653,1.485948694,1.600227241,1.668790005,3.323841376,3.965699587,4.074039024,236.9163699,15.51431257,90.16666667
447,447,2003,Slow-release fertilizer,32.287469119.081073,Rice,75250,91350,NA,NA,1,1,1,D309,7523,147,1,Unpublished study (2010),,2010,NA,Jiangsu,China,kg/hm-2,,,,,NA,NA,,119.081073,32.287469,China,Rice,Grains,NA,2003,0.011451488,0.020137118,0.070996865,136542.7453,1061468.338,6885674.59,3.843843612,2.71885609,1.250613021,0.010962345,0.017648589,0.068062271,127337.634,885889.2956,6018922.953,3.744659248,2.589082987,1.140323217,0.865075878,0.759347643,0.722429228,0.356325898,0.46643544,0.465796719,956186.4666,6866820.424,26096130.28,0.123472634,0.220515239,0.206573908,1059192.605,6539799.558,19470249.4,2.765433535,1.529686138,1.215378842,0.245836,0.365255662,0.720018807,1.105310275,1.158066947,1.419630196,273.0139336,15.52518763,83.41666667
448,448,2003,Slow-release fertilizer,34.92273612118.3411513,Rice,68070,78470,NA,NA,1,1,1,D309,7384,147,2,Unpublished study (2010),,2010,NA,Shandong,China,kg/hm-2,,,,,NA,NA,,118.3411513,34.92273612,China,Rice,Grains,NA,2003,0.009962499,0.01231501,0.031842222,128025.6396,856169.8771,4609075.818,4.140389867,3.583890269,1.865430697,0.00047439,0.001464955,0.015240714,17299.17395,178101.3228,1293672.742,11.74904166,6.267184511,1.093925517,0.604885646,0.564671464,0.60531075,0.616169861,0.60086064,0.55322232,1156807.651,6581729.852,25984205.55,0.385151855,0.423013525,0.362847028,1020807.493,5010756.034,20081702.72,0.853934252,0.61063058,0.713256274,0.334687529,0.448481349,0.716012763,1.155486386,1.23627081,1.465601828,198.3166118,13.4654792,64.83333333
449,449,2003,Slow-release fertilizer,36.979834117.178447,Rice,82010,92320,NA,NA,1,1,1,D309,7385,147,3,Unpublished study (2010),,2010,NA,Shandong,China,kg/hm-2,,,,,NA,NA,,117.178447,36.979834,China,Rice,Grains,NA,2003,0.002079991,0.005270409,0.021367341,35761.51281,307525.9521,2934797.558,5.536912936,3.006547665,1.76928337,0.001386655,0.0016912,0.019712721,30046.72127,168676.5661,2548862.086,6.978177431,5.139140391,1.665595302,0.53490085,0.587003589,0.774530389,0.927287355,0.71534039,0.376176654,1540190.368,8149347.592,22618332.25,0.463019159,0.407726002,0.204102271,1043175.128,5592907.298,14671337.8,0.725556914,0.706805424,0.925958669,0.910919332,1.041751315,1.194291169,2.191537113,2.534383236,2.977353937,201.8862306,13.34772925,53.08333333
450,450,2003,Slow-release fertilizer,38.08311183106.2360407,Rice,95670,97400,NA,NA,1,1,1,D309,7256,147,7,Unpublished study (2010),,2010,NA,Ningxia,China,kg/hm-2,,,,,NA,NA,,106.2360407,38.08311183,China,Rice,Grains,NA,2003,0.003514783,0.072022559,0.081473543,50838.55982,1193178.124,6900488.672,4.656927738,0.85341247,1.090748374,7.93707E-07,0.066214756,0.074017309,70.34845582,838882.7549,5050449.793,28.53639692,0.652632548,0.878735343,0.916711446,0.866648123,0.861982709,0.213482718,0.181331104,0.183088878,607841.7737,3050653.321,12254601.33,0.079773771,0.061329318,0.056543748,532530.7178,3208608.001,11113702.89,2.149262087,2.695074492,2.531252781,0.62881733,0.87927171,0.911735217,1.648948253,1.788193247,1.807753892,188.5263508,9.145979305,17.33333333
451,451,2003,Slow-release fertilizer,38.1954265106.2953944,Rice,75980,84030,NA,NA,1,1,1,D309,7255,147,6,Unpublished study (2010),,2010,NA,Ningxia,China,kg/hm-2,,,,,NA,NA,,106.2953944,38.1954265,China,Rice,Grains,NA,2003,0.036378713,0.047607778,0.09805372,271646.3097,1966504.099,8046915.493,2.404086237,2.127786747,1.056855474,0.022084345,0.030855375,0.083420404,137372.6071,1021126.516,4868120.405,2.002669051,1.70474682,0.751517776,0.897069811,0.916447733,0.856436259,0.233370972,0.149968575,0.161174143,650248.7319,2668067.471,10718652.23,0.066551476,0.035944489,0.045510021,578845.4492,1680649.126,6800672.629,2.800260899,2.40855127,1.924398766,0.706509079,0.752422628,0.947610226,1.535365914,1.598892547,1.786706416,185.0948839,9.027249992,16.75
452,452,2003,Slow-release fertilizer,39.71893238121.6816041,Rice,79710,80486.66667,NA,NA,3,3,3,D309,7250,147,1,Unpublished study (2010),,2010,NA,Liaoning,China,kg/hm-2,,,,,NA,NA,,121.6816041,39.71893238,China,Rice,Grains,NA,2003,0.239949809,0.106356106,0.057138329,1304455.25,4335804.465,10848189.75,1.749649091,2.099262633,2.44415287,0.093244246,0.037456152,0.022077257,249352.5077,636810.5224,2072505.895,0.860664473,0.875480714,1.208507351,0.728169548,0.76674096,0.805088031,0.359591952,0.318245828,0.273368111,813580.0631,4738619.831,17095924.5,0.031880644,0.126902934,0.13777364,244783.1537,3563355.793,12684585.75,2.471135854,1.445929239,1.185246789,1.001901686,0.715083393,0.61480921,1.936243619,1.473658402,1.356399448,244.1698076,9.629729132,53
453,453,2003,Slow-release fertilizer,41.60131618121.7956315,Rice,88220,94710,NA,NA,1,1,1,D309,7253,147,4,Unpublished study (2010),,2010,NA,Liaoning,China,kg/hm-2,,,,,NA,NA,,121.7956315,41.60131618,China,Rice,Grains,NA,2003,0.006706081,0.008489013,0.028364546,102676.1354,804888.9102,7155842.465,4.925537743,4.880326056,3.246341692,0.00562453,0.006298862,0.013100188,87656.47387,596785.0474,4023999.315,5.013611581,4.876699041,3.952661769,0.287151669,0.590074349,0.785017176,1.355511446,0.595056286,0.355481366,1209933.782,6821732.257,21686362.09,0.70614225,0.401436638,0.186618278,1129617.613,5118986.13,13982676.15,0.514626553,0.656352373,0.964151802,0.680406824,1.069406305,1.210176425,1.496115194,2.570708872,3.0191209,242.8233726,8.442666632,45.5
