"","DatasetID","Source","Country","SiteRegion","Latitude","Longitude","Croptype","Treatment","QualityOfDataPoint","Coordinate_format","ControlTreatm","Yield_mean","Yield_median","Yield_se","ObjectID"
"1111","D309","Wang  et al. (2013)","China","Anhui",31.5550131,117.1735537,"Rice","Straw addition",NA,NA,"Control",7696.5,7696.5,NA,1111
"1112","D309","Wang  et al. (2013)","China","Anhui",31.5550131,117.1735537,"Rice","Straw addition",NA,NA,"Treatment",8667,8667,NA,1112
"1113","D309","Wang  et al. (2013)","China","Anhui",31.59349003,116.9442571,"Rice","Straw addition",NA,NA,"Control",7260,7260,NA,1113
"1114","D309","Wang  et al. (2013)","China","Anhui",31.59349003,116.9442571,"Rice","Straw addition",NA,NA,"Treatment",7390.5,7390.5,NA,1114
"1115","D309","Wang  et al. (2013)","China","Heilongjiang",44.07,131.13,"Rice","Straw addition",NA,NA,"Control",8607,8607,0,1115
"1116","D309","Wang  et al. (2013)","China","Heilongjiang",44.07,131.13,"Rice","Straw addition",NA,NA,"Treatment",9187,9141,155.858910556952,1116
"1117","D309","Wang  et al. (2013)","China","Heilongjiang",46.7,130.47,"Rice","Straw addition",NA,NA,"Control",9183.66666666667,9402,275.701730942053,1117
"1118","D309","Wang  et al. (2013)","China","Heilongjiang",46.7,130.47,"Rice","Straw addition",NA,NA,"Treatment",9316.66666666667,9204,134.739666682747,1118
"1119","D309","Wang  et al. (2013)","China","Heilongjiang",46.71,130.36,"Rice","Straw addition",NA,NA,"Control",9183.66666666667,9402,275.701730942053,1119
"1120","D309","Wang  et al. (2013)","China","Heilongjiang",46.71,130.36,"Rice","Straw addition",NA,NA,"Treatment",9375.66666666667,9630,269.472530036819,1120
"1121","D309","Wang  et al. (2013)","China","Heilongjiang",47.62,131.47,"Rice","Straw addition",NA,NA,"Control",9218,9218,NA,1121
"1122","D309","Wang  et al. (2013)","China","Heilongjiang",47.62,131.47,"Rice","Straw addition",NA,NA,"Treatment",9878,9878,NA,1122
"1123","D309","Wang  et al. (2013)","China","Henan",28.68783181,119.6140493,"Rice","Straw addition",NA,NA,"Control",9273.8,9273.8,NA,1123
"1124","D309","Wang  et al. (2013)","China","Henan",28.68783181,119.6140493,"Rice","Straw addition",NA,NA,"Treatment",9622.5,9622.5,NA,1124
"1125","D309","Wang  et al. (2013)","China","Henan",32.14236567,114.0885463,"Rice","Straw addition",NA,NA,"Control",9255,9255,NA,1125
"1126","D309","Wang  et al. (2013)","China","Henan",32.14236567,114.0885463,"Rice","Straw addition",NA,NA,"Treatment",9150,9150,NA,1126
"1127","D309","Wang  et al. (2013)","China","Henan",32.14526667,114.0536333,"Rice","Straw addition",NA,NA,"Control",8959.5,8959.5,NA,1127
"1128","D309","Wang  et al. (2013)","China","Henan",32.14526667,114.0536333,"Rice","Straw addition",NA,NA,"Treatment",9361.5,9361.5,NA,1128
"1129","D309","Wang  et al. (2013)","China","Shanghai",31.35,121.34,"Rice","Straw addition",NA,NA,"Control",9221,9221,0,1129
"1130","D309","Wang  et al. (2013)","China","Shanghai",31.35,121.34,"Rice","Straw addition",NA,NA,"Treatment",8902.5,8902.5,84.5,1130
"1131","D309","Wang  et al. (2013)","China","Zhejiang",28.45734534,118.5050058,"Rice","Straw addition",NA,NA,"Control",6700,6700,254.600527437452,1131
"1132","D309","Wang  et al. (2013)","China","Zhejiang",28.45734534,118.5050058,"Rice","Straw addition",NA,NA,"Treatment",7593.75,7675,307.994303634708,1132
"1133","D309","Wang  et al. (2013)","China","Zhejiang",28.46172836,118.502665,"Rice","Straw addition",NA,NA,"Control",5050,5050,0,1133
"1134","D309","Wang  et al. (2013)","China","Zhejiang",28.46172836,118.502665,"Rice","Straw addition",NA,NA,"Treatment",5716.66666666667,5750,60.0925212577332,1134
"1135","D309","Wang  et al. (2013)","China","Zhejiang",28.76666667,115.9166667,"Rice","Straw addition",NA,NA,"Control",7250,7250,NA,1135
"1136","D309","Wang  et al. (2013)","China","Zhejiang",28.76666667,115.9166667,"Rice","Straw addition",NA,NA,"Treatment",8500,8500,NA,1136
"1137","D309","Wang  et al. (2013)","China","Zhejiang",29.06888889,119.5366667,"Rice","Straw addition",NA,NA,"Control",7160.8,7160.8,NA,1137
"1138","D309","Wang  et al. (2013)","China","Zhejiang",29.06888889,119.5366667,"Rice","Straw addition",NA,NA,"Treatment",11081.4,11081.4,NA,1138
"1139","D309","Wang  et al. (2014)","China","Fujian",31.55,120.7,"Rice","Straw addition",NA,NA,"Control",8082.6,8082.6,NA,1139
"1140","D309","Wang  et al. (2014)","China","Fujian",31.55,120.7,"Rice","Straw addition",NA,NA,"Treatment",8611.4,8611.4,NA,1140
"1141","D309","Wang  et al. (2014)","China","Heilongjiang",45.6861571,126.6197206,"Rice","Straw addition",NA,NA,"Control",8050,8050,NA,1141
"1142","D309","Wang  et al. (2014)","China","Heilongjiang",45.6861571,126.6197206,"Rice","Straw addition",NA,NA,"Treatment",7983.33,7983.33,NA,1142
"1143","D309","Wang  et al. (2014)","China","Hubei",29.57754744,114.0173656,"Rice","Straw addition",NA,NA,"Control",6946.66666666667,7510,847.787971396413,1143
"1144","D309","Wang  et al. (2014)","China","Hubei",29.57754744,114.0173656,"Rice","Straw addition",NA,NA,"Treatment",7036.66666666667,7760,909.291543516771,1144
"1145","D309","Wang  et al. (2014)","China","Hubei",29.9859931,115.6183254,"Late Rice","Straw addition",NA,NA,"Control",9476,9476,NA,1145
"1146","D309","Wang  et al. (2014)","China","Hubei",29.9859931,115.6183254,"Late Rice","Straw addition",NA,NA,"Treatment",8922,8922,NA,1146
"1147","D309","Wang  et al. (2014)","China","Hubei",29.9859931,115.6183254,"Rice","Straw addition",NA,NA,"Control",9515,9515,NA,1147
"1148","D309","Wang  et al. (2014)","China","Hubei",29.9859931,115.6183254,"Rice","Straw addition",NA,NA,"Treatment",8922,8922,NA,1148
"1149","D309","Wang  et al. (2014)","China","Hubei",29.98713188,115.6194118,"Early Rice","Straw addition",NA,NA,"Control",6449,6449,NA,1149
"1150","D309","Wang  et al. (2014)","China","Hubei",29.98713188,115.6194118,"Early Rice","Straw addition",NA,NA,"Treatment",5928,5928,NA,1150
"1151","D309","Wang  et al. (2014)","China","Hubei",29.98713188,115.6194118,"Rice","Straw addition",NA,NA,"Control",6028,6028,NA,1151
"1152","D309","Wang  et al. (2014)","China","Hubei",29.98713188,115.6194118,"Rice","Straw addition",NA,NA,"Treatment",5928,5928,NA,1152
"1153","D309","Wang  et al. (2014)","China","Hubei",30.35,112.15,"Early Rice","Straw addition",NA,NA,"Control",6308,6308,0,1153
"1154","D309","Wang  et al. (2014)","China","Hubei",30.35,112.15,"Early Rice","Straw addition",NA,NA,"Treatment",6637,6393,258.635522180023,1154
"1155","D309","Wang  et al. (2014)","China","Hubei",30.35425,112.158457,"Late Rice","Straw addition",NA,NA,"Control",8423,8423,0,1155
"1156","D309","Wang  et al. (2014)","China","Hubei",30.35425,112.158457,"Late Rice","Straw addition",NA,NA,"Treatment",9729,9790,87.7439456600853,1156
"1157","D309","Wang  et al. (2014)","China","Hubei",31.67483148,121.4625663,"Rice","Straw addition",NA,NA,"Control",5839.5,5839.5,151.5,1157
"1158","D309","Wang  et al. (2014)","China","Hubei",31.67483148,121.4625663,"Rice","Straw addition",NA,NA,"Treatment",6652.5,6652.5,79.5,1158
"1159","D309","Wang  et al. (2014)","China","Hubei",31.73503924,121.3671362,"Rice","Straw addition",NA,NA,"Control",6476.25,6476.25,21.75,1159
"1160","D309","Wang  et al. (2014)","China","Hubei",31.73503924,121.3671362,"Rice","Straw addition",NA,NA,"Treatment",6396,6396,156,1160
"1161","D309","Wang  et al. (2014)","China","Shanghai",30.7420431,121.3418777,"Rice","Straw addition",NA,NA,"Control",8870,8870,NA,1161
"1162","D309","Wang  et al. (2014)","China","Shanghai",30.7420431,121.3418777,"Rice","Straw addition",NA,NA,"Treatment",8811,8811,NA,1162
"1163","D309","Wang  et al. (2014)","China","Zhejiang",29.58,121.53,"Rice","Straw addition",NA,NA,"Control",7095,7095,0,1163
"1164","D309","Wang  et al. (2014)","China","Zhejiang",29.58,121.53,"Rice","Straw addition",NA,NA,"Treatment",7670,7710,97.3396116696589,1164
"1165","D309","Wang  et al. (2014)","China","Zhejiang",29.68,121.51,"Rice","Straw addition",NA,NA,"Control",8325,8325,0,1165
"1166","D309","Wang  et al. (2014)","China","Zhejiang",29.68,121.51,"Rice","Straw addition",NA,NA,"Treatment",9265,9375,350.749198145912,1166
"1167","D309","Wang  et al. (2014)","China","Zhejiang",29.76,120.85,"Rice","Straw addition",NA,NA,"Control",7380,7380,NA,1167
"1168","D309","Wang  et al. (2014)","China","Zhejiang",29.76,120.85,"Rice","Straw addition",NA,NA,"Treatment",7530,7530,NA,1168
"1169","D309","Wang  et al. (2014)","China","Zhejiang",29.78,120.82,"Rice","Straw addition",NA,NA,"Control",7303.33333333333,7380,472.099330414456,1169
"1170","D309","Wang  et al. (2014)","China","Zhejiang",29.78,120.82,"Rice","Straw addition",NA,NA,"Treatment",7943.33333333333,7820,497.471383878287,1170
"1171","D309","Wang  et al. (2014)","China","Zhejiang",29.78,120.83,"Rice","Straw addition",NA,NA,"Control",8280,8280,NA,1171
"1172","D309","Wang  et al. (2014)","China","Zhejiang",29.78,120.83,"Rice","Straw addition",NA,NA,"Treatment",9270,9270,NA,1172
"1173","D309","Wang  et al. (2015)","China","Hubei",29.57944444,114.0155556,"Rice","Straw addition",NA,NA,"Control",9341.23,9341.23,0,1173
"1174","D309","Wang  et al. (2015)","China","Hubei",29.57944444,114.0155556,"Rice","Straw addition",NA,NA,"Treatment",9601.82,9601.82,76.3600000000006,1174
"1175","D309","Wang  et al. (2015)","China","Hubei",30.47974421,115.4787112,"Rice","Straw addition",NA,NA,"Control",8860,8860,NA,1175
"1176","D309","Wang  et al. (2015)","China","Hubei",30.47974421,115.4787112,"Rice","Straw addition",NA,NA,"Treatment",8780,8780,NA,1176
"1177","D309","Wang  et al. (2015)","China","Hubei",30.48,115.48,"Rice","Straw addition",NA,NA,"Control",8860,8860,0,1177
"1178","D309","Wang  et al. (2015)","China","Hubei",30.48,115.48,"Rice","Straw addition",NA,NA,"Treatment",7550,7550,1430,1178
"1179","D309","Wang  et al. (2015)","China","Hubei",31.7255546,121.3351022,"Rice","Straw addition",NA,NA,"Control",8860,8860,NA,1179
"1180","D309","Wang  et al. (2015)","China","Hubei",31.7255546,121.3351022,"Rice","Straw addition",NA,NA,"Treatment",7920,7920,NA,1180
"1181","D309","Wang  et al. (2015)","China","Zhejiang",28.38457889,119.8645689,"Rice","Straw addition",NA,NA,"Control",8730,8730,NA,1181
"1182","D309","Wang  et al. (2015)","China","Zhejiang",28.38457889,119.8645689,"Rice","Straw addition",NA,NA,"Treatment",8865,8865,NA,1182
"1183","D309","Wang  et al. (2016)","China","Guizhou",28.739616,107.699119,"Rice","Straw addition",NA,NA,"Control",7125,7125,NA,1183
"1184","D309","Wang  et al. (2016)","China","Guizhou",28.739616,107.699119,"Rice","Straw addition",NA,NA,"Treatment",7380,7380,NA,1184
"1185","D309","Wang  et al. (2016)","China","Jiangsu",32.287469,119.081073,"Rice","Straw addition",NA,NA,"Control",7525,7525,NA,1185
"1186","D309","Wang  et al. (2016)","China","Jiangsu",32.287469,119.081073,"Rice","Straw addition",NA,NA,"Treatment",9135,9135,NA,1186
"1187","D309","Wang  et al. (2016)","China","Jiangsu",32.521813,119.219705,"Rice","Straw addition",NA,NA,"Control",9696,9696,0,1187
"1188","D309","Wang  et al. (2016)","China","Jiangsu",32.521813,119.219705,"Rice","Straw addition",NA,NA,"Treatment",10084.5,10084.5,49.5,1188
"1189","D309","Wang  et al. (2016)","China","Jiangsu",32.73,120.67,"Rice","Straw addition",NA,NA,"Control",9094,9094,NA,1189
"1190","D309","Wang  et al. (2016)","China","Jiangsu",32.73,120.67,"Rice","Straw addition",NA,NA,"Treatment",8530,8530,NA,1190
"1191","D309","Wang  et al. (2016)","China","Shandong",36.979834,117.178447,"Rice","Straw addition",NA,NA,"Control",8201,8201,0,1191
"1192","D309","Wang  et al. (2016)","China","Shandong",36.979834,117.178447,"Rice","Straw addition",NA,NA,"Treatment",9115.4,9232,193.647256629161,1192
"1193","D309","Wang  et al. (2016)","China","Shanghai",31.027397,121.848482,"Rice","Straw addition",NA,NA,"Control",8580,8580,0,1193
"1194","D309","Wang  et al. (2016)","China","Shanghai",31.027397,121.848482,"Rice","Straw addition",NA,NA,"Treatment",9570,9570,0,1194
"1195","D309","Wei  et al. (2010)","China","Ningxia",38.01,106.11,"Rice","Straw addition",NA,NA,"Control",9714,9714,0,1195
"1196","D309","Wei  et al. (2010)","China","Ningxia",38.01,106.11,"Rice","Straw addition",NA,NA,"Treatment",8689.125,8814,242.224360098236,1196
"1197","D309","Wei  et al. (2012)","China","Heilongjiang",46.98,132.88,"Rice","Straw addition",NA,NA,"Control",9254,9254,NA,1197
"1198","D309","Wei  et al. (2012)","China","Heilongjiang",46.98,132.88,"Rice","Straw addition",NA,NA,"Treatment",9554,9554,NA,1198
"1199","D309","Wei  et al. (2013)","China","Heilongjiang",46.98,132.88,"Rice","Straw addition",NA,NA,"Control",8804,8804,0,1199
"1200","D309","Wei  et al. (2013)","China","Heilongjiang",46.98,132.88,"Rice","Straw addition",NA,NA,"Treatment",9572,9506,120.648249054845,1200
"1201","D309","Wen  et al. (2013)","China","Jiangsu",31.81025012,119.1983028,"Rice","Straw addition",NA,NA,"Control",8763,8763,0,1201
"1202","D309","Wen  et al. (2013)","China","Jiangsu",31.81025012,119.1983028,"Rice","Straw addition",NA,NA,"Treatment",9384.5,9429,126.250742572074,1202
"1203","D309","Wen  et al. (2014)","China","Guangdong",24.12,115.69,"Rice","Straw addition",NA,NA,"Control",6536,6536,0,1203
"1204","D309","Wen  et al. (2014)","China","Guangdong",24.12,115.69,"Rice","Straw addition",NA,NA,"Treatment",6743,6743,278,1204
"1205","D309","Wu  et al. (2008)","China","Zhejiang",29.34727957,119.7653177,"Rice","Straw addition",NA,NA,"Control",6266.8,6303,304.823949190348,1205
"1206","D309","Wu  et al. (2008)","China","Zhejiang",29.34727957,119.7653177,"Rice","Straw addition",NA,NA,"Treatment",6506.8,6636,304.407194395927,1206
"1207","D309","Wu  et al. (2011)","China","Zhejiang",29.90813848,120.5883306,"Late Rice","Straw addition",NA,NA,"Control",7284,7284,0,1207
"1208","D309","Wu  et al. (2011)","China","Zhejiang",29.90813848,120.5883306,"Late Rice","Straw addition",NA,NA,"Treatment",7438.5,7438.5,58.5,1208
"1209","D309","Wu  et al. (2011)","China","Zhejiang",29.90813848,120.5883306,"Rice","Straw addition",NA,NA,"Control",7284,7284,NA,1209
"1210","D309","Wu  et al. (2011)","China","Zhejiang",29.90813848,120.5883306,"Rice","Straw addition",NA,NA,"Treatment",6857,6857,NA,1210
"1211","D309","Wu  et al. (2013)","China","Hunan",27.28357639,112.0978443,"Rice","Straw addition",NA,NA,"Control",6303,6303,0,1211
"1212","D309","Wu  et al. (2013)","China","Hunan",27.28357639,112.0978443,"Rice","Straw addition",NA,NA,"Treatment",6614,6547.5,104.586088941121,1212
"1213","D309","Wu  et al. (2013)","China","Jiangxi",28.33095358,116.091386,"Rice","Straw addition",NA,NA,"Control",8143.5,8143.5,NA,1213
"1214","D309","Wu  et al. (2013)","China","Jiangxi",28.33095358,116.091386,"Rice","Straw addition",NA,NA,"Treatment",8122.5,8122.5,NA,1214
"1215","D309","Wu  et al. (2013)","China","Jiangxi",28.33143058,116.090991,"Rice","Straw addition",NA,NA,"Control",8205,8205,NA,1215
"1216","D309","Wu  et al. (2013)","China","Jiangxi",28.33143058,116.090991,"Rice","Straw addition",NA,NA,"Treatment",8722.5,8722.5,NA,1216
"1217","D309","Wu  et al. (2013)","China","Jiangxi",28.33212958,116.094189,"Rice","Straw addition",NA,NA,"Control",7095,7095,NA,1217
"1218","D309","Wu  et al. (2013)","China","Jiangxi",28.33212958,116.094189,"Rice","Straw addition",NA,NA,"Treatment",8016,8016,NA,1218
"1219","D309","Wu  et al. (2013)","China","Jiangxi",28.33266158,116.09046,"Rice","Straw addition",NA,NA,"Control",6691.5,6691.5,NA,1219
"1220","D309","Wu  et al. (2013)","China","Jiangxi",28.33266158,116.09046,"Rice","Straw addition",NA,NA,"Treatment",6979.5,6979.5,NA,1220
"1221","D309","Wu  et al. (2014)","China","Anhui",28.71121172,120.772184,"Rice","Straw addition",NA,NA,"Control",5037.9,5037.9,NA,1221
"1222","D309","Wu  et al. (2014)","China","Anhui",28.71121172,120.772184,"Rice","Straw addition",NA,NA,"Treatment",5639.3,5639.3,NA,1222
"1223","D309","Wu  et al. (2014)","China","Anhui",30.47990321,115.4786022,"Rice","Straw addition",NA,NA,"Control",6811.8,6811.8,NA,1223
"1224","D309","Wu  et al. (2014)","China","Anhui",30.47990321,115.4786022,"Rice","Straw addition",NA,NA,"Treatment",7940,7940,NA,1224
"1225","D309","Wu  et al. (2014)","China","Anhui",32.39,117.14,"Rice","Straw addition",NA,NA,"Control",5037.9,5037.9,NA,1225
"1226","D309","Wu  et al. (2014)","China","Anhui",32.39,117.14,"Rice","Straw addition",NA,NA,"Treatment",5882.6,5882.6,NA,1226
"1227","D309","Wu  et al. (2014)","China","Anhui",32.39025408,117.1425477,"Rice","Straw addition",NA,NA,"Control",5037.9,5037.9,NA,1227
"1228","D309","Wu  et al. (2014)","China","Anhui",32.39025408,117.1425477,"Rice","Straw addition",NA,NA,"Treatment",5784.1,5784.1,NA,1228
"1229","D309","Wu  et al. (2014)","China","Anhui",32.39746901,117.1730892,"Rice","Straw addition",NA,NA,"Control",6811.8,6811.8,NA,1229
"1230","D309","Wu  et al. (2014)","China","Anhui",32.39746901,117.1730892,"Rice","Straw addition",NA,NA,"Treatment",7815.8,7815.8,NA,1230
"1231","D309","Wu  et al. (2014)","China","Anhui",32.4,117.17,"Rice","Straw addition",NA,NA,"Control",6811.8,6811.8,NA,1231
"1232","D309","Wu  et al. (2014)","China","Anhui",32.4,117.17,"Rice","Straw addition",NA,NA,"Treatment",7872.8,7872.8,NA,1232
"1233","D309","Wu  et al. (2015)","China","Guizhou",27.19407448,107.4858067,"Rice","Straw addition",NA,NA,"Control",7901,7901,NA,1233
"1234","D309","Wu  et al. (2015)","China","Guizhou",27.19407448,107.4858067,"Rice","Straw addition",NA,NA,"Treatment",7218,7218,NA,1234
"1235","D309","Xiang  et al. (2014)","China","Hunan",28.67,112.84,"Rice","Straw addition",NA,NA,"Control",7551.85,7551.85,0,1235
"1236","D309","Xiang  et al. (2014)","China","Hunan",28.67,112.84,"Rice","Straw addition",NA,NA,"Treatment",7613.53666666667,7361.98,252.312043201359,1236
"1237","D309","Xiang  et al. (2014)","China","Hunan",28.68,112.8,"Rice","Straw addition",NA,NA,"Control",6251.58,6251.58,0,1237
"1238","D309","Xiang  et al. (2014)","China","Hunan",28.68,112.8,"Rice","Straw addition",NA,NA,"Treatment",5991.68666666667,6019.66,35.253761186259,1238
"1239","D309","Xie  et al. (2010)","China","Liaoning",41.82364544,123.559019,"Rice","Straw addition",NA,NA,"Control",11219,11219,NA,1239
"1240","D309","Xie  et al. (2010)","China","Liaoning",41.82364544,123.559019,"Rice","Straw addition",NA,NA,"Treatment",11436,11436,NA,1240
"1241","D309","Xie  et al. (2011)","China","Anhui",31.24919614,117.1041511,"Rice","Straw addition",NA,NA,"Control",7042,7042,0,1241
